,Brand,Owner,kilometers,Fuel,Transmission,Model,Price
1454,2014 Honda City,1st Owner,"79,174 km",Diesel,Manual,SV MT DIESEL Manual,"₹5,22,599"
1455,2018 Ford Ecosport,1st Owner,"38,471 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹8,30,399"
1456,2015 Ford Ecosport,1st Owner,"46,053 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹5,32,899"
1457,2014 Maruti Ritz,1st Owner,"79,805 km",Diesel,Manual,VDI Manual,"₹3,64,299"
1458,2018 Ford Ecosport,2nd Owner,"16,826 km",Diesel,Manual,1.5 TDCI TITANIUM PLUS Manual,"₹8,23,199"
1459,2018 Ford Ecosport,1st Owner,"40,788 km",Diesel,Manual,1.5 TDCI TITANIUM PLUS Manual,"₹8,06,299"
1460,2018 Ford Ecosport,2nd Owner,"24,772 km",Diesel,Manual,1.5 TDCI TITANIUM PLUS Manual,"₹8,51,099"
1461,2018 Ford Ecosport,1st Owner,"52,521 km",Diesel,Manual,1.5 TITANIUMTDCI OPT Manual,"₹8,20,899"
1462,2017 Hyundai Elite i20,2nd Owner,"83,787 km",Diesel,Manual,1.4 CRDI ASTA (O) Manual,"₹6,29,299"
1463,2016 Ford Ecosport,1st Owner,"57,927 km",Petrol,Manual,1.5 TITANIUM TI VCT Manual,"₹6,86,699"
1464,2020 Maruti S PRESSO,1st Owner,"15,934 km",Petrol,Manual,VXI PLUS Manual,"₹4,41,499"
1465,2020 Maruti S PRESSO,1st Owner,"6,637 km",Petrol,Manual,VXI Manual,"₹4,51,999"
1466,2020 Maruti S PRESSO,1st Owner,"13,207 km",Petrol,Manual,VXI Manual,"₹4,51,999"
1467,2015 Ford Ecosport,1st Owner,"81,218 km",Diesel,Manual,1.5 TITANIUMTDCI OPT Manual,"₹5,25,999"
1468,2012 Maruti Swift,1st Owner,"82,702 km",Diesel,Manual,VDI Manual,"₹2,87,099"
1469,2019 Maruti Baleno,1st Owner,"41,575 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,24,999"
1470,2014 Toyota Fortuner,1st Owner,"1,75,240 km",Diesel,Manual,SPORTIVO 4X2 MT Manual,"₹12,73,899"
1471,2019 Ford Ecosport,1st Owner,"24,435 km",Petrol,Automatic,TREND + 1.5 TI VCT AT Automatic,"₹8,36,599"
1472,2017 Ford Ecosport,1st Owner,"60,954 km",Diesel,Manual,1.5 TITANIUM PLATINUM EDITION DIESEL Manual,"₹6,99,899"
1473,2013 Maruti Swift,2nd Owner,"78,932 km",Diesel,Manual,VDI Manual,"₹3,40,699"
1474,2020 Maruti S PRESSO,1st Owner,"6,100 km",Petrol,Manual,VXI Manual,"₹4,51,999"
1475,2012 Volkswagen Polo,1st Owner,"1,26,101 km",Petrol,Manual,HIGHLINE1.2L PETROL Manual,"₹3,51,299"
1476,2019 Ford Ecosport,1st Owner,"53,457 km",Diesel,Manual,1.5 TREND+ TDCI Manual,"₹7,45,399"
1477,2018 Ford Ecosport,2nd Owner,"46,082 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹8,09,899"
1478,2016 Ford Ecosport,1st Owner,"77,133 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹6,19,899"
1479,2013 Toyota Etios Liva,1st Owner,"97,829 km",Diesel,Manual,GD exclusive Manual,"₹3,26,999"
1480,2018 Renault Kwid,1st Owner,"29,932 km",Petrol,Manual,1.0 RXT Opt Manual,"₹3,39,999"
1481,2018 Maruti Baleno,1st Owner,"68,793 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹5,61,399"
1482,2013 Maruti Swift Dzire,2nd Owner,"49,944 km",Diesel,Manual,LDI BS IV Manual,"₹3,03,099"
1483,2016 Ford Ecosport,1st Owner,"90,171 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹6,02,999"
1484,2009 Maruti Zen Estilo,1st Owner,"44,191 km",Petrol,Manual,VXI Manual,"₹2,11,499"
1485,2018 Maruti Vitara Brezza,1st Owner,"36,807 km",Diesel,Manual,VDI OPT Manual,"₹7,21,299"
1486,2013 Toyota Etios Liva,1st Owner,"1,18,924 km",Diesel,Manual,GD Manual,"₹3,27,399"
1487,2017 Hyundai Grand i10,2nd Owner,"44,688 km",Petrol,Manual,SPORTZ O 1.2 Manual,"₹4,30,499"
1488,2014 Maruti Swift Dzire,1st Owner,"79,136 km",Diesel,Manual,LDI BS IV Manual,"₹3,41,799"
1489,2013 Maruti Swift,1st Owner,"82,987 km",Diesel,Manual,VDI Manual,"₹3,50,899"
1490,2020 Maruti Baleno,1st Owner,"20,791 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,87,999"
1491,2015 Ford Ecosport,2nd Owner,"99,783 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹5,19,599"
1492,2019 Maruti Alto,1st Owner,"13,299 km",Petrol,Manual,VXI Manual,"₹3,80,899"
1493,2018 Maruti Baleno,1st Owner,"25,937 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹5,90,199"
1494,2016 Maruti Swift Dzire,2nd Owner,"58,123 km",Diesel,Manual,VDI ABS Manual,"₹5,14,599"
1495,2014 Maruti Swift Dzire,1st Owner,"56,467 km",Diesel,Manual,LDI BS IV Manual,"₹3,58,199"
1496,2013 Maruti Swift,1st Owner,"70,981 km",Diesel,Manual,VDI Manual,"₹3,38,299"
1497,2018 Maruti Vitara Brezza,1st Owner,"60,395 km",Diesel,Manual,VDI OPT Manual,"₹6,81,899"
1498,2020 Maruti Baleno,1st Owner,"15,096 km",Petrol,Manual,ALPHA 1.2 K12 Manual,"₹7,32,799"
1499,2018 Maruti Vitara Brezza,2nd Owner,"83,300 km",Diesel,Manual,ZDI Manual,"₹7,34,999"
1500,2018 Maruti Baleno,1st Owner,"31,209 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,10,999"
1501,2016 Hyundai Grand i10,1st Owner,"69,989 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹4,23,099"
1502,2014 Maruti Swift Dzire,2nd Owner,"1,18,729 km",Diesel,Manual,LDI BS IV Manual,"₹3,15,199"
1503,2019 Maruti Alto,1st Owner,"22,988 km",Petrol,Manual,VXI Manual,"₹4,10,499"
1504,2013 Maruti Swift,1st Owner,"74,447 km",Diesel,Manual,VDI Manual,"₹3,43,499"
1505,2019 Maruti Baleno,1st Owner,"14,237 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,51,699"
1506,2017 Hyundai Grand i10,2nd Owner,"44,924 km",Petrol,,Sportz(O) 1.2 MT,"₹4,47,399"
1507,2020 Maruti Alto,1st Owner,"13,235 km",Petrol,Manual,LXI Manual,"₹3,77,299"
1508,2019 Maruti Vitara Brezza,1st Owner,"27,455 km",Diesel,Manual,VDI Manual,"₹8,00,299"
1509,2019 Maruti Baleno,2nd Owner,"6,671 km",Petrol,Automatic,ALPHA 1.2 K12 AMT Automatic,"₹8,19,199"
1510,2017 Maruti Baleno,1st Owner,"19,708 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹5,75,199"
1511,2015 BMW 5 Series,2nd Owner,"80,744 km",Diesel,Automatic,520D LUXURY LINE Automatic,"₹20,21,599"
1512,2015 Toyota Fortuner,1st Owner,"90,313 km",Diesel,Automatic,3.0 AT 4X2 Automatic,"₹15,76,799"
1513,2013 Hyundai i20,1st Owner,"37,840 km",Diesel,Manual,ERA 1.4 CRDI Manual,"₹3,45,799"
1514,2020 Maruti Baleno,1st Owner,"7,052 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,72,999"
1515,2019 Maruti Vitara Brezza,1st Owner,"37,696 km",Diesel,Manual,VDI Manual,"₹8,00,599"
1516,2013 Maruti Swift,1st Owner,"68,749 km",Diesel,Manual,VDI Manual,"₹3,62,799"
1517,2018 Maruti Celerio,1st Owner,"27,816 km",Petrol,Manual,ZXI OPT Manual,"₹5,10,399"
1518,2019 Maruti Vitara Brezza,1st Owner,"52,300 km",Diesel,Manual,VDI Manual,"₹7,59,999"
1519,2013 Maruti Swift,1st Owner,"67,670 km",Diesel,Manual,VDI Manual,"₹3,51,999"
1520,2019 Maruti Vitara Brezza,1st Owner,"31,245 km",Diesel,Manual,VDI Manual,"₹8,33,399"
1521,2014 Maruti Swift,1st Owner,"79,144 km",Diesel,Manual,VDI Manual,"₹3,55,899"
1522,2019 Maruti Vitara Brezza,1st Owner,"25,398 km",Diesel,Manual,VDI Manual,"₹8,30,399"
1523,2018 Maruti Vitara Brezza,1st Owner,"20,713 km",Diesel,Manual,VDI Manual,"₹8,04,599"
1524,2013 Maruti Swift,1st Owner,"58,990 km",Diesel,Manual,VDI Manual,"₹3,37,699"
1525,2019 Tata Tiago,1st Owner,"17,534 km",Petrol,Manual,XZ 1.2 REVOTRON Manual,"₹5,12,099"
1526,2012 Maruti Swift,1st Owner,"41,244 km",Petrol,Manual,LXI Manual,"₹3,29,899"
1527,2013 Maruti Swift,1st Owner,"40,547 km",Diesel,Manual,VDI Manual,"₹3,36,999"
1528,2013 Maruti Swift,1st Owner,"76,608 km",Diesel,Manual,VDI Manual,"₹3,83,799"
1529,2017 Honda Jazz,1st Owner,"61,545 km",Diesel,Manual,1.5 VX I DTEC Manual,"₹5,92,399"
1530,2013 Maruti Swift,2nd Owner,"99,562 km",Petrol,Manual,LXI Manual,"₹3,70,199"
1531,2013 Maruti Swift,1st Owner,"1,12,335 km",Diesel,Manual,VDI Manual,"₹3,38,799"
1532,2018 Hyundai Grand i10,1st Owner,"31,064 km",Petrol,Manual,MAGNA 1.2 VTVT Manual,"₹4,86,199"
1533,2016 Maruti Swift Dzire,1st Owner,"1,58,642 km",Diesel,Manual,VDI ABS Manual,"₹4,51,599"
1534,2019 Maruti Vitara Brezza,1st Owner,"49,708 km",Diesel,Manual,VDI Manual,"₹8,11,899"
1535,2015 Hyundai Eon,1st Owner,"1,24,129 km",Petrol,Manual,MAGNA PLUS Manual,"₹2,68,699"
1536,2015 Maruti Swift Dzire,1st Owner,"23,258 km",Petrol,Manual,VXI 1.2 BS IV Manual,"₹4,91,699"
1537,2019 Maruti Vitara Brezza,1st Owner,"18,028 km",Diesel,Manual,VDI Manual,"₹8,51,199"
1538,2015 Hyundai Eon,1st Owner,"58,809 km",Petrol,Manual,MAGNA PLUS Manual,"₹2,88,199"
1539,2017 Maruti Wagon R 1.0,1st Owner,"26,891 km",Petrol,Manual,VXI Manual,"₹4,25,699"
1540,2019 Maruti Vitara Brezza,1st Owner,"75,243 km",Diesel,Manual,VDI Manual,"₹8,02,899"
1541,2015 Maruti Swift,1st Owner,"18,206 km",Diesel,Manual,LDI BS IV Manual,"₹4,05,399"
1542,2017 Hyundai Grand i10,1st Owner,"88,932 km",Petrol,Manual,SPORTZ (O) 1.2 AT VTVT Manual,"₹4,92,099"
1543,2017 Ford Ecosport,1st Owner,"1,13,015 km",Diesel,Manual,1.5 TREND+ TDCI Manual,"₹6,46,299"
1544,2018 Hyundai Grand i10,2nd Owner,"16,729 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹4,84,299"
1545,2017 Hyundai Grand i10,1st Owner,"24,487 km",Petrol,Manual,SPORTS 1.2 VTVT Manual,"₹4,80,899"
1546,2017 Renault Kwid,1st Owner,"19,518 km",Petrol,Manual,1.0 RXT Opt Manual,"₹3,79,599"
1547,2014 Maruti Swift,1st Owner,"64,370 km",Diesel,Manual,VDI Manual,"₹3,89,399"
1548,2018 Hyundai Grand i10,2nd Owner,"17,008 km",Petrol,Manual,MAGNA 1.2 VTVT Manual,"₹5,00,499"
1549,2013 Hyundai i20,1st Owner,"32,431 km",Diesel,Manual,ERA 1.4 CRDI Manual,"₹3,72,399"
1550,2013 Maruti Swift,1st Owner,"49,032 km",Diesel,Manual,VDI Manual,"₹3,63,699"
1551,2017 Maruti Swift,1st Owner,"70,112 km",Diesel,Manual,VDI ABS Manual,"₹4,66,299"
1552,2013 Maruti Swift,1st Owner,"77,409 km",Diesel,Manual,ZDI Manual,"₹4,07,299"
1553,2013 Maruti Swift,1st Owner,"45,417 km",Diesel,Manual,VDI Manual,"₹3,64,399"
1554,2013 Maruti Swift,1st Owner,"1,22,416 km",Diesel,Manual,VDI Manual,"₹3,31,599"
1555,2013 Maruti Swift,1st Owner,"45,868 km",Diesel,Manual,VDI Manual,"₹3,67,699"
1556,2013 Maruti Swift,1st Owner,"1,67,528 km",Diesel,Manual,VDI Manual,"₹3,42,299"
1557,2016 Maruti Alto 800,1st Owner,"47,929 km",Petrol,Manual,VXI Manual,"₹2,74,999"
1558,2018 Maruti Wagon R 1.0,1st Owner,"13,375 km",Petrol,Manual,LXI Manual,"₹4,34,799"
1559,2018 Hyundai Grand i10,1st Owner,"11,700 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹4,98,599"
1560,2013 Maruti Swift,1st Owner,"43,732 km",Diesel,Manual,VDI Manual,"₹3,85,999"
1561,2018 Maruti Wagon R 1.0,1st Owner,"24,014 km",Petrol,Manual,VXI Manual,"₹4,64,899"
1562,2014 Maruti Swift,2nd Owner,"64,127 km",Diesel,Manual,ZDI Manual,"₹4,43,899"
1563,2013 Maruti Swift,1st Owner,"47,329 km",Diesel,Manual,VDI Manual,"₹3,82,199"
1564,2012 Maruti Swift,1st Owner,"79,744 km",Petrol,Manual,ZXI Manual,"₹3,95,299"
1565,2013 Hyundai i20,1st Owner,"57,465 km",Diesel,Manual,SPORTZ 1.4 CRDI Manual,"₹4,00,999"
1566,2015 Maruti Swift,1st Owner,"76,264 km",Diesel,Manual,VDI ABS Manual,"₹4,37,399"
1567,2013 Maruti Swift,1st Owner,"24,652 km",Diesel,Manual,ZDI Manual,"₹4,05,799"
1568,2013 Maruti Swift,1st Owner,"47,530 km",Petrol,Manual,VXI Manual,"₹3,99,199"
1569,2012 Maruti Swift Dzire,1st Owner,"1,18,117 km",Diesel,Manual,VDI BS IV Manual,"₹3,05,899"
1570,2014 Maruti Swift Dzire,1st Owner,"73,614 km",Petrol,Manual,VXI 1.2 BS IV Manual,"₹4,03,599"
1571,2015 Maruti Swift,2nd Owner,"61,499 km",Diesel,Manual,VDI ABS Manual,"₹4,57,799"
1572,2016 Hyundai Grand i10,1st Owner,"45,395 km",Petrol,Manual,ASTA 1.2 KAPPA VTVT Manual,"₹5,18,899"
1573,2017 Hyundai Grand i10,1st Owner,"16,502 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹4,95,599"
1574,2017 Hyundai Grand i10,1st Owner,"17,829 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹4,95,599"
1575,2013 Maruti Swift Dzire,1st Owner,"40,212 km",Diesel,Manual,VDI BS IV Manual,"₹3,97,599"
1576,2013 Maruti Swift,1st Owner,"27,428 km",Petrol,Manual,LXI Manual,"₹3,68,499"
1577,2015 Maruti Swift Dzire,1st Owner,"76,778 km",Diesel,Manual,VDI ABS Manual,"₹4,55,799"
1578,2014 Maruti Swift,2nd Owner,"82,367 km",Diesel,Manual,VDI Manual,"₹3,70,699"
1579,2014 Volkswagen Vento,1st Owner,"45,417 km",Petrol,Manual,HIGHLINE PETROL Manual,"₹4,68,899"
1580,2014 Maruti Swift,1st Owner,"62,658 km",Petrol,Manual,VXI Manual,"₹4,18,999"
1581,2013 Maruti Swift,1st Owner,"65,080 km",Petrol,Manual,ZXI Manual,"₹4,21,999"
1582,2017 Hyundai Grand i10,1st Owner,"24,778 km",Petrol,Manual,ASTA 1.2 KAPPA VTVT Manual,"₹5,31,399"
1583,2017 Maruti Swift,1st Owner,"96,866 km",Diesel,Manual,VDI ABS Manual,"₹5,09,199"
1584,2014 Maruti Swift,1st Owner,"38,015 km",Diesel,Manual,VDI Manual,"₹3,97,099"
1585,2015 Maruti Swift,1st Owner,"56,789 km",Diesel,Manual,VDI ABS Manual,"₹4,50,599"
1586,2014 Maruti Swift,1st Owner,"41,996 km",Diesel,Manual,VDI Manual,"₹3,89,799"
1587,2017 Maruti Alto 800,1st Owner,"40,409 km",Petrol,Manual,LXI Manual,"₹2,99,199"
1588,2017 Hyundai Grand i10,2nd Owner,"19,915 km",Petrol,Manual,SPORTZ O 1.2 Manual,"₹4,80,899"
1589,2013 Maruti Swift Dzire,1st Owner,"66,341 km",Diesel,Manual,VDI BS IV Manual,"₹3,75,099"
1590,2013 Maruti Swift Dzire,1st Owner,"69,373 km",Diesel,Manual,VDI Manual,"₹3,79,899"
1591,2014 Maruti Swift,2nd Owner,"49,216 km",Diesel,Manual,VDI ABS Manual,"₹4,24,299"
1592,2019 Renault Kwid,1st Owner,"18,875 km",Petrol,Manual,1.0 RXT Opt Manual,"₹4,12,899"
1593,2013 Maruti Swift Dzire,1st Owner,"83,414 km",Diesel,Manual,VDI BS IV Manual,"₹3,42,799"
1594,2015 Honda Brio,2nd Owner,"25,253 km",Petrol,Automatic,1.2 VX AT I VTEC Automatic,"₹4,83,499"
1595,2014 Maruti Swift,2nd Owner,"17,135 km",Petrol,Manual,VXI Manual,"₹4,19,799"
1596,2014 Maruti Swift,2nd Owner,"14,734 km",Petrol,Manual,VXI Manual,"₹4,37,899"
1597,2013 Maruti Swift Dzire,1st Owner,"76,795 km",Diesel,Manual,VDI BS IV Manual,"₹3,74,499"
1598,2015 Hyundai Eon,1st Owner,"19,027 km",Petrol,Manual,ERA PLUS Manual,"₹2,89,299"
1599,2016 Hyundai Grand i10,1st Owner,"27,912 km",Petrol,Manual,ASTA 1.2 KAPPA VTVT Manual,"₹5,28,099"
1600,2014 Maruti Swift,1st Owner,"54,884 km",Diesel,Manual,VDI Manual,"₹4,07,199"
1601,2013 Maruti Swift Dzire,1st Owner,"74,644 km",Diesel,Manual,VDI BS IV Manual,"₹3,77,099"
1602,2014 Maruti Swift,1st Owner,"54,628 km",Diesel,Manual,VDI ABS Manual,"₹4,26,499"
1603,2015 Maruti Swift,1st Owner,"46,856 km",Diesel,Manual,VDI ABS Manual,"₹4,47,499"
1604,2015 Maruti Swift,1st Owner,"46,478 km",Petrol,Manual,LXI Manual,"₹4,23,099"
1605,2014 Maruti Swift,1st Owner,"38,070 km",Diesel,Manual,VDI ABS Manual,"₹4,31,899"
1606,2014 Maruti Swift,1st Owner,"44,609 km",Diesel,Manual,VDI ABS Manual,"₹4,23,799"
1607,2016 Hyundai Grand i10,1st Owner,"33,039 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹4,82,499"
1608,2015 Maruti Swift,1st Owner,"45,371 km",Petrol,Manual,VXI Manual,"₹4,56,999"
1609,2015 Maruti Swift,1st Owner,"53,260 km",Diesel,Manual,VDI ABS Manual,"₹4,43,099"
1610,2014 Maruti Alto 800,2nd Owner,"38,526 km",Petrol,Manual,VXI Manual,"₹2,62,999"
1611,2015 Maruti Alto K10,1st Owner,"29,520 km",Petrol,Manual,VXI Manual,"₹2,90,399"
1612,2016 Hyundai Grand i10,1st Owner,"19,902 km",Petrol,Manual,SPORTS 1.2 VTVT Manual,"₹4,82,699"
1613,2015 Maruti Alto K10,1st Owner,"41,995 km",Petrol,Manual,VXI Manual,"₹2,99,599"
1614,2019 Maruti Alto K10,1st Owner,"51,513 km",Petrol,Manual,VXI Manual,"₹4,01,799"
1615,2014 Maruti Swift,1st Owner,"35,607 km",Diesel,Manual,VDI ABS Manual,"₹4,39,899"
1616,2017 Maruti Alto 800,1st Owner,"29,190 km",Petrol,Manual,LXI Manual,"₹2,99,199"
1617,2014 Maruti Swift,1st Owner,"1,02,773 km",Diesel,Manual,VDI Manual,"₹3,69,999"
1618,2015 Maruti Swift,1st Owner,"33,242 km",Diesel,Manual,VDI ABS Manual,"₹4,62,199"
1619,2016 Maruti Alto 800,1st Owner,"34,742 km",Petrol,Manual,VXI Manual,"₹2,95,199"
1620,2015 Maruti Swift,1st Owner,"91,610 km",Diesel,Manual,VDI ABS Manual,"₹4,69,399"
1621,2015 Maruti Swift,1st Owner,"92,086 km",Diesel,Manual,VDI ABS Manual,"₹4,26,299"
1622,2015 Maruti Swift,1st Owner,"84,904 km",Diesel,Manual,VDI ABS Manual,"₹4,46,899"
1623,2018 Maruti Alto K10,2nd Owner,"31,492 km",Petrol,Manual,VXI Manual,"₹3,52,899"
1624,2015 Hyundai Grand i10,1st Owner,"11,964 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹4,17,199"
1625,2017 Maruti Alto K10,1st Owner,"40,539 km",Petrol,Manual,VXI OPT Manual,"₹3,59,599"
1626,2017 Maruti Alto 800,1st Owner,"21,776 km",Petrol,Manual,LXI Manual,"₹2,99,199"
1627,2015 Maruti Swift,1st Owner,"1,06,657 km",Diesel,Manual,VDI ABS Manual,"₹4,29,599"
1628,2015 Maruti Swift,1st Owner,"1,04,005 km",Diesel,Manual,VDI ABS Manual,"₹4,29,999"
1629,2017 Maruti Alto 800,2nd Owner,"19,146 km",Petrol,Manual,LXI Manual,"₹2,99,199"
1630,2016 Maruti Alto 800,1st Owner,"22,872 km",Petrol,Manual,LXI Manual,"₹2,86,899"
1631,2015 Maruti Alto 800,2nd Owner,"25,200 km",Petrol,Manual,LXI Manual,"₹2,66,599"
1632,2015 Maruti Swift,1st Owner,"1,22,972 km",Diesel,Manual,VDI ABS Manual,"₹3,98,699"
1633,2014 Maruti Swift,1st Owner,"26,679 km",Petrol,Manual,VXI Manual,"₹4,58,799"
1634,2015 Maruti Swift,1st Owner,"1,26,169 km",Diesel,Manual,VDI ABS Manual,"₹4,02,599"
1635,2017 Maruti Alto 800,1st Owner,"10,457 km",Petrol,Manual,LXI Manual,"₹2,99,199"
1636,2017 Maruti Alto K10,1st Owner,"8,841 km",Petrol,Manual,VXI Manual,"₹3,28,899"
1637,2015 Hyundai Grand i10,1st Owner,"13,223 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹4,40,499"
